OTU_id	lineage	X14	X24	X22	X17	X21	X13	X19	X18	X25	X11	X10	X12	X20	X16	X23	X15
OTU850	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	125
OTU861	r__root;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Vespidae	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0
OTU862	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414
OTU867	r__root;p__Arthropoda;c__Insecta;o__Neuroptera;f__Chrysopidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418
OTU881	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU906	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362
OTU909	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Simuliidae	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0
OTU915	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424
OTU923	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Chloropidae	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0
OTU930	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU940	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335
OTU953	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0	0
OTU995	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1008	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284
OTU1030	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Psychodidae	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0
